Order_Date,Region,Category,Segment,Quantity,Sales,Profit
2022-07-30,South,Clothing,Consumer,6,285.64,86.81
2022-07-30,East,Food & Beverage,Home Office,6,123.48,16.19
2022-07-30,East,Clothing,Home Office,4,183.09,44.87
2022-07-30,North,Furniture,Home Office,4,1351.26,346.93
2022-07-30,East,Office Supplies,Consumer,4,137.65,28.45
2022-07-30,South,Electronics,Corporate,3,733.43,101.94
2022-07-30,East,Clothing,Consumer,6,333.46,83.25
2022-07-31,West,Clothing,Consumer,2,108.77,29.53
2022-07-31,East,Clothing,Home Office,2,97.65,38.73
2022-07-31,West,Clothing,Consumer,5,222.35,92.58
2022-07-31,West,Clothing,Consumer,4,219.88,99.23
2022-07-31,North,Clothing,Consumer,1,54.36,16.68
2022-07-31,North,Office Supplies,Home Office,4,116.81,27.62
2022-08-01,South,Office Supplies,Consumer,3,103.31,20.3
2022-08-01,West,Office Supplies,Consumer,5,176.46,47.49
2022-08-01,West,Electronics,Consumer,2,570.89,132.42
2022-08-01,West,Office Supplies,Corporate,1,31.34,6.7
2022-08-01,East,Food & Beverage,Corporate,5,113.35,13.87
2022-08-01,North,Clothing,Consumer,2,99.42,31.86
2022-08-01,North,Clothing,Corporate,7,323.5,115.04
2022-08-02,North,Clothing,Corporate,2,102.64,40.89
2022-08-02,South,Office Supplies,Consumer,5,167.66,58.58
2022-08-02,East,Food & Beverage,Home Office,6,104.44,16.82
2022-08-02,South,Furniture,Consumer,1,420.23,98.76
2022-08-02,East,Clothing,Corporate,7,375.33,93.06
2022-08-03,East,Electronics,Corporate,2,523.95,89.92
2022-08-03,South,Electronics,Consumer,1,224.0,45.71
2022-08-03,West,Clothing,Home Office,4,219.61,84.81
2022-08-03,West,Office Supplies,Home Office,2,70.88,15.0
2022-08-03,South,Food & Beverage,Home Office,3,69.6,11.68
2022-08-03,North,Office Supplies,Corporate,1,32.79,7.75
2022-08-04,North,Clothing,Consumer,1,51.88,14.96
2022-08-04,South,Office Supplies,Home Office,4,132.95,46.24
2022-08-04,North,Office Supplies,Home Office,5,166.56,43.79
2022-08-04,North,Clothing,Consumer,5,265.92,111.03
2022-08-04,East,Clothing,Consumer,2,111.75,45.05
2022-08-04,West,Food & Beverage,Home Office,2,42.62,7.66
2022-08-04,North,Electronics,Consumer,1,237.58,38.08
2022-08-04,North,Office Supplies,Consumer,3,87.95,29.25
2022-08-04,North,Food & Beverage,Consumer,5,102.6,17.82
2022-08-04,South,Food & Beverage,Home Office,7,126.31,15.04
2022-08-04,South,Electronics,Corporate,3,776.58,122.49
2022-08-04,North,Clothing,Consumer,3,147.64,41.46
2022-08-04,East,Food & Beverage,Home Office,7,142.54,27.48
2022-08-05,West,Food & Beverage,Consumer,3,62.7,8.6
2022-08-05,North,Office Supplies,Consumer,2,72.22,24.42
2022-08-05,South,Office Supplies,Consumer,7,223.53,46.31
2022-08-05,North,Clothing,Consumer,3,168.98,68.81
2022-08-06,East,Clothing,Corporate,5,231.15,62.96
2022-08-06,North,Clothing,Consumer,1,54.38,24.3
2022-08-06,North,Clothing,Consumer,7,357.81,118.77
2022-08-06,North,Office Supplies,Consumer,4,127.5,28.84
2022-08-06,East,Electronics,Corporate,7,2048.79,398.92
2022-08-06,East,Office Supplies,Home Office,7,238.68,62.1
2022-08-06,West,Office Supplies,Home Office,7,246.65,70.42
2022-08-06,East,Office Supplies,Consumer,7,215.75,64.45
2022-08-06,West,Electronics,Consumer,4,905.79,202.94
2022-08-06,East,Furniture,Corporate,2,769.58,215.65
2022-08-07,West,Food & Beverage,Corporate,4,72.88,12.66
2022-08-08,East,Electronics,Consumer,5,1454.1,228.37
2022-08-08,South,Office Supplies,Consumer,1,30.94,8.27
2022-08-09,East,Office Supplies,Home Office,3,102.79,32.45
2022-08-09,East,Office Supplies,Consumer,5,186.26,65.4
2022-08-09,South,Office Supplies,Consumer,4,128.11,28.48
2022-08-09,South,Furniture,Consumer,1,371.98,76.52
2022-08-09,East,Electronics,Home Office,5,1267.58,215.38
2022-08-10,West,Clothing,Corporate,4,197.62,81.74
2022-08-10,South,Food & Beverage,Consumer,7,163.3,22.4
2022-08-10,North,Furniture,Corporate,7,2472.04,474.74
2022-08-10,North,Electronics,Consumer,7,2093.38,418.37
2022-08-10,East,Clothing,Corporate,2,98.05,30.5
2022-08-10,North,Food & Beverage,Consumer,6,111.0,13.64
2022-08-11,North,Clothing,Home Office,7,341.01,117.23
2022-08-11,West,Electronics,Corporate,7,1933.03,420.46
2022-08-11,North,Food & Beverage,Corporate,5,110.01,16.93
2022-08-11,South,Electronics,Consumer,1,274.94,47.07
2022-08-11,East,Furniture,Home Office,1,359.22,87.92
2022-08-11,North,Electronics,Consumer,1,256.24,57.5
2022-08-12,North,Office Supplies,Consumer,4,118.87,33.33
2022-08-12,West,Food & Beverage,Home Office,5,97.97,12.58
2022-08-12,South,Furniture,Consumer,1,374.55,106.06
2022-08-12,West,Clothing,Home Office,3,152.66,56.77
2022-08-12,West,Office Supplies,Consumer,4,122.23,34.97
2022-08-13,South,Food & Beverage,Consumer,2,39.56,5.75
2022-08-13,South,Furniture,Consumer,5,1843.21,520.78
2022-08-13,North,Office Supplies,Consumer,6,200.98,63.26
2022-08-13,North,Furniture,Home Office,4,1357.23,300.82
2022-08-13,South,Clothing,Consumer,7,308.66,121.64
2022-08-14,West,Clothing,Home Office,1,47.02,17.3
2022-08-14,South,Office Supplies,Corporate,1,32.25,9.89
2022-08-15,East,Clothing,Consumer,4,193.03,65.92
2022-08-15,South,Electronics,Corporate,4,1057.6,218.24
2022-08-16,West,Electronics,Consumer,4,1179.47,211.76
2022-08-16,South,Office Supplies,Corporate,4,127.81,43.64
2022-08-16,East,Electronics,Corporate,2,494.65,71.73
2022-08-16,East,Food & Beverage,Consumer,7,143.79,20.9
2022-08-16,North,Office Supplies,Corporate,4,118.75,28.9
2022-08-16,North,Office Supplies,Corporate,1,29.58,6.31
2022-08-17,North,Food & Beverage,Home Office,2,37.83,5.28
2022-08-17,East,Office Supplies,Home Office,7,259.49,58.03
2022-08-17,West,Electronics,Consumer,5,1284.12,185.4
2022-08-18,West,Electronics,Consumer,6,1515.13,214.32
2022-08-18,West,Furniture,Consumer,5,1902.86,411.54
2022-08-18,South,Clothing,Consumer,3,156.78,67.9
2022-08-18,North,Furniture,Corporate,4,1413.5,222.0
2022-08-18,South,Furniture,Consumer,5,2013.61,441.05
2022-08-19,South,Furniture,Consumer,5,1928.12,319.09
2022-08-19,North,Food & Beverage,Corporate,4,72.76,12.61
2022-08-19,South,Clothing,Consumer,6,281.24,126.08
2022-08-19,East,Furniture,Consumer,5,1888.25,500.64
2022-08-19,East,Clothing,Consumer,3,127.47,52.11
2022-08-20,North,Furniture,Consumer,2,678.35,150.31
2022-08-20,West,Office Supplies,Consumer,1,32.99,6.63
2022-08-20,East,Food & Beverage,Consumer,7,142.15,22.7
2022-08-20,North,Clothing,Home Office,6,310.01,76.78
2022-08-20,East,Clothing,Consumer,5,238.46,104.35
2022-08-20,North,Furniture,Consumer,3,1143.85,199.38
2022-08-20,East,Office Supplies,Home Office,5,163.6,33.0
2022-08-21,West,Food & Beverage,Consumer,1,20.87,2.29
2022-08-21,West,Office Supplies,Home Office,1,29.94,7.57
2022-08-21,North,Furniture,Corporate,3,1251.4,306.26
2022-08-21,North,Furniture,Consumer,7,2845.13,765.81
2022-08-21,North,Electronics,Corporate,4,1049.43,196.93
2022-08-21,South,Clothing,Corporate,1,44.89,16.6
2022-08-21,East,Electronics,Consumer,4,941.99,161.51
2022-08-22,East,Office Supplies,Corporate,1,31.56,8.64
2022-08-22,South,Clothing,Consumer,7,330.29,140.84
2022-08-22,East,Office Supplies,Consumer,4,124.8,32.82
2022-08-23,East,Furniture,Consumer,6,2101.53,467.75
2022-08-23,South,Furniture,Home Office,1,395.13,91.72
2022-08-23,East,Clothing,Corporate,4,206.81,62.61
2022-08-23,North,Food & Beverage,Consumer,4,79.45,13.49
2022-08-24,East,Clothing,Home Office,2,101.11,34.51
2022-08-24,East,Office Supplies,Corporate,4,126.08,35.62
2022-08-24,North,Electronics,Consumer,4,1213.63,272.66
2022-08-24,South,Office Supplies,Corporate,7,244.2,61.84
2022-08-24,South,Food & Beverage,Consumer,5,107.43,14.05
2022-08-24,South,Electronics,Corporate,1,248.74,33.34
2022-08-25,North,Clothing,Consumer,4,190.15,67.26
2022-08-25,South,Food & Beverage,Home Office,6,145.02,20.78
2022-08-25,South,Furniture,Consumer,3,1249.39,267.32
2022-08-26,South,Furniture,Consumer,4,1592.73,348.26
2022-08-26,South,Food & Beverage,Home Office,2,47.58,6.31
2022-08-26,North,Electronics,Consumer,6,1721.9,271.94
2022-08-26,East,Office Supplies,Home Office,7,228.55,64.16
2022-08-26,South,Furniture,Consumer,4,1304.3,223.56
2022-08-27,South,Furniture,Corporate,7,2527.07,435.28
2022-08-27,South,Office Supplies,Home Office,3,104.88,28.19
2022-08-27,North,Furniture,Corporate,7,2359.65,503.89
2022-08-27,West,Food & Beverage,Corporate,6,137.94,18.51
2022-08-27,East,Furniture,Home Office,5,2080.07,381.46
2022-08-27,East,Furniture,Corporate,7,2454.8,391.59
2022-08-27,East,Food & Beverage,Home Office,7,164.04,30.35
2022-08-27,South,Electronics,Home Office,1,302.47,61.6
2022-08-27,East,Furniture,Corporate,4,1407.81,316.24
2022-08-27,East,Food & Beverage,Consumer,4,85.88,14.13
2022-08-28,South,Electronics,Consumer,2,549.74,101.53
2022-08-28,South,Furniture,Home Office,4,1374.44,234.55
2022-08-28,West,Office Supplies,Consumer,4,131.64,45.9
2022-08-28,East,Clothing,Consumer,1,57.88,24.15
2022-08-28,West,Clothing,Consumer,5,237.96,71.84
2022-08-28,West,Food & Beverage,Corporate,1,19.76,2.43
2022-08-28,North,Clothing,Home Office,5,216.61,72.6
2022-08-28,South,Furniture,Corporate,2,753.69,214.74
2022-08-29,West,Food & Beverage,Consumer,6,130.2,24.75
2022-08-29,South,Clothing,Consumer,6,306.11,119.16
2022-08-29,East,Food & Beverage,Consumer,2,48.14,5.33
2022-08-29,South,Clothing,Consumer,3,171.86,72.66
2022-08-29,North,Furniture,Corporate,1,358.57,94.16
2022-08-29,South,Clothing,Consumer,6,301.26,90.01
2022-08-29,North,Clothing,Consumer,4,187.08,48.02
2022-08-29,East,Food & Beverage,Consumer,4,75.48,10.74
2022-08-30,North,Food & Beverage,Consumer,5,96.94,12.86
2022-08-30,North,Food & Beverage,Corporate,7,140.4,24.48
2022-08-30,South,Food & Beverage,Consumer,3,69.2,8.07
2022-08-31,North,Furniture,Consumer,2,810.27,205.9
2022-08-31,North,Office Supplies,Home Office,4,128.16,36.77
2022-08-31,North,Office Supplies,Corporate,5,182.32,38.43
2022-08-31,West,Food & Beverage,Corporate,4,93.69,13.24
2022-08-31,North,Office Supplies,Home Office,7,242.09,70.43
2022-08-31,West,Electronics,Corporate,6,1789.61,407.83
2022-09-01,North,Food & Beverage,Home Office,7,143.34,18.47
2022-09-01,South,Clothing,Corporate,2,104.58,27.82
2022-09-01,West,Electronics,Home Office,5,1464.42,217.68
2022-09-01,West,Furniture,Home Office,3,1047.06,291.48
2022-09-01,East,Furniture,Consumer,7,2859.02,729.29
2022-09-01,South,Office Supplies,Consumer,5,156.61,47.34
2022-09-02,West,Food & Beverage,Home Office,1,22.47,4.09
2022-09-02,North,Furniture,Consumer,7,2466.17,405.26
2022-09-02,East,Food & Beverage,Corporate,6,142.69,23.8
2022-09-02,South,Clothing,Corporate,5,234.28,71.41
2022-09-02,South,Furniture,Home Office,2,792.78,203.79
2022-09-02,North,Office Supplies,Corporate,7,222.47,69.59
2022-09-02,South,Furniture,Consumer,7,2311.96,447.8
2022-09-03,East,Electronics,Corporate,6,1636.45,292.5
2022-09-03,North,Furniture,Consumer,3,1185.33,229.62
2022-09-03,North,Electronics,Corporate,5,1420.04,192.25
2022-09-03,East,Food & Beverage,Corporate,2,40.61,7.54
2022-09-03,East,Furniture,Consumer,6,2562.25,397.34
2022-09-03,North,Furniture,Corporate,1,444.52,70.24
2022-09-03,West,Office Supplies,Home Office,2,59.88,14.49
2022-09-03,West,Clothing,Corporate,3,178.52,53.6
2022-09-03,East,Food & Beverage,Consumer,6,115.74,16.91
2022-09-03,South,Food & Beverage,Consumer,4,98.43,16.68
2022-09-04,West,Food & Beverage,Corporate,7,168.28,27.71
2022-09-04,South,Furniture,Corporate,4,1667.54,364.0
2022-09-04,West,Electronics,Corporate,5,1554.37,281.83
2022-09-04,South,Office Supplies,Corporate,6,187.02,46.58
2022-09-04,East,Office Supplies,Home Office,3,90.68,23.47
2022-09-05,East,Electronics,Consumer,4,977.67,161.55
2022-09-05,South,Office Supplies,Consumer,4,145.01,39.73
2022-09-05,South,Furniture,Consumer,6,2143.13,476.2
2022-09-06,North,Clothing,Corporate,7,344.35,143.84
2022-09-06,North,Food & Beverage,Consumer,2,43.93,6.18
2022-09-06,South,Food & Beverage,Home Office,3,61.1,8.41
2022-09-06,South,Food & Beverage,Consumer,5,104.21,17.78
2022-09-06,West,Food & Beverage,Consumer,3,59.94,6.41
2022-09-06,East,Electronics,Consumer,3,728.02,108.27
2022-09-06,North,Food & Beverage,Consumer,2,37.59,5.28
2022-09-07,West,Office Supplies,Home Office,2,65.19,18.33
2022-09-07,East,Furniture,Home Office,1,415.72,93.33
2022-09-07,South,Food & Beverage,Consumer,2,48.82,7.31
2022-09-07,West,Furniture,Home Office,7,2390.5,384.34
2022-09-07,South,Furniture,Corporate,1,364.0,63.58
2022-09-07,West,Clothing,Consumer,5,234.89,78.32
2022-09-08,East,Office Supplies,Consumer,6,210.3,53.34
2022-09-08,North,Office Supplies,Home Office,4,151.76,34.1
2022-09-08,North,Office Supplies,Consumer,7,268.63,74.92
2022-09-08,North,Furniture,Home Office,5,1822.73,498.06
2022-09-08,North,Electronics,Home Office,5,1482.04,336.99
2022-09-08,East,Food & Beverage,Consumer,7,152.11,28.54
2022-09-09,West,Office Supplies,Corporate,2,76.55,17.49
2022-09-09,East,Furniture,Consumer,6,2135.05,446.14
2022-09-09,West,Office Supplies,Corporate,5,177.67,50.08
2022-09-09,West,Furniture,Corporate,2,761.85,208.05
2022-09-09,West,Clothing,Home Office,5,256.08,109.55
2022-09-09,South,Electronics,Corporate,5,1370.7,258.41
2022-09-09,South,Clothing,Consumer,5,278.68,106.29
2022-09-09,South,Food & Beverage,Corporate,7,154.6,24.4
2022-09-09,South,Office Supplies,Consumer,1,39.57,7.89
2022-09-09,West,Furniture,Consumer,6,2202.19,342.06
2022-09-09,North,Clothing,Consumer,5,249.65,101.38
2022-09-10,North,Food & Beverage,Corporate,3,74.41,11.18
2022-09-10,West,Food & Beverage,Consumer,2,44.15,5.2
2022-09-10,North,Electronics,Consumer,2,561.89,101.07
2022-09-10,North,Food & Beverage,Consumer,1,23.52,4.1
2022-09-10,South,Furniture,Corporate,6,2143.16,425.33
2022-09-11,West,Clothing,Corporate,7,373.36,140.24
2022-09-11,South,Food & Beverage,Consumer,7,163.66,21.09
2022-09-11,East,Office Supplies,Home Office,4,135.22,28.92
2022-09-11,South,Food & Beverage,Corporate,6,123.75,15.7
2022-09-11,West,Electronics,Corporate,1,241.23,49.3
2022-09-11,East,Furniture,Consumer,7,2410.44,611.57
2022-09-12,South,Food & Beverage,Consumer,3,58.84,10.98
2022-09-12,North,Food & Beverage,Home Office,4,78.16,12.84
2022-09-12,East,Electronics,Consumer,1,307.12,58.09
2022-09-12,North,Electronics,Corporate,6,1896.98,430.38
2022-09-12,South,Clothing,Home Office,6,346.77,155.7
2022-09-12,South,Electronics,Corporate,2,535.98,82.38
2022-09-13,East,Furniture,Consumer,3,1130.69,305.14
2022-09-13,East,Electronics,Consumer,4,1065.65,208.92
2022-09-14,North,Food & Beverage,Consumer,2,50.41,5.52
2022-09-14,North,Electronics,Corporate,3,934.6,159.02
2022-09-14,West,Food & Beverage,Corporate,5,123.73,17.09
2022-09-14,East,Furniture,Consumer,1,460.56,74.31
2022-09-14,East,Office Supplies,Consumer,7,238.32,52.91
2022-09-14,West,Electronics,Corporate,6,1878.89,377.36
2022-09-14,North,Office Supplies,Consumer,5,167.87,54.57
2022-09-14,North,Electronics,Consumer,6,1772.06,240.3
2022-09-14,North,Furniture,Corporate,2,824.72,216.52
2022-09-15,East,Office Supplies,Consumer,2,78.5,25.25
2022-09-15,East,Office Supplies,Corporate,1,32.97,11.24
2022-09-15,East,Electronics,Consumer,3,840.79,190.38
2022-09-15,South,Clothing,Home Office,6,336.6,123.45
2022-09-15,South,Electronics,Consumer,3,856.41,121.77
2022-09-15,North,Food & Beverage,Consumer,3,75.74,10.03
2022-09-16,East,Furniture,Home Office,1,440.2,85.88
2022-09-16,East,Furniture,Consumer,7,2748.23,708.7
2022-09-16,East,Office Supplies,Corporate,4,125.19,24.79
2022-09-16,East,Food & Beverage,Consumer,5,100.54,18.82
2022-09-17,West,Furniture,Corporate,6,2711.26,417.6
2022-09-17,South,Office Supplies,Corporate,7,229.37,56.66
2022-09-17,South,Furniture,Home Office,2,922.12,233.31
2022-09-17,West,Furniture,Consumer,5,1974.87,464.72
2022-09-17,North,Food & Beverage,Corporate,6,152.76,28.01
2022-09-17,East,Electronics,Corporate,1,287.7,61.69
2022-09-17,North,Electronics,Consumer,1,329.1,55.59
2022-09-17,North,Food & Beverage,Consumer,6,146.29,27.65
2022-09-17,South,Electronics,Consumer,4,1251.21,277.39
2022-09-17,East,Clothing,Consumer,7,325.38,80.19
2022-09-18,North,Food & Beverage,Consumer,2,39.17,6.59
2022-09-18,North,Food & Beverage,Corporate,6,127.17,19.13
2022-09-18,West,Furniture,Home Office,1,466.23,84.61
2022-09-19,North,Clothing,Corporate,5,233.22,94.22
2022-09-19,West,Office Supplies,Consumer,5,180.98,51.04
2022-09-19,North,Furniture,Consumer,6,2488.41,487.25
2022-09-19,North,Food & Beverage,Consumer,2,42.01,4.97
2022-09-19,East,Food & Beverage,Corporate,2,51.2,9.15
2022-09-20,South,Furniture,Consumer,3,1149.88,315.03
2022-09-20,North,Food & Beverage,Corporate,7,173.53,24.72
2022-09-20,North,Electronics,Consumer,3,777.66,152.6
2022-09-20,South,Food & Beverage,Consumer,3,75.63,10.55
2022-09-21,North,Food & Beverage,Corporate,3,65.4,7.85
2022-09-21,North,Clothing,Consumer,7,386.29,102.29
2022-09-21,North,Furniture,Corporate,3,1093.07,277.16
2022-09-21,North,Electronics,Corporate,6,1886.12,252.51
2022-09-21,West,Furniture,Home Office,6,2598.16,549.23
2022-09-21,North,Electronics,Consumer,1,254.25,32.43
2022-09-21,North,Food & Beverage,Corporate,7,163.92,17.68
2022-09-21,South,Office Supplies,Consumer,5,160.66,55.62
2022-09-22,South,Clothing,Home Office,1,54.8,22.75
2022-09-22,West,Clothing,Consumer,3,143.33,55.42
2022-09-22,South,Furniture,Consumer,6,2471.07,387.46
2022-09-22,North,Office Supplies,Consumer,7,287.25,82.46
2022-09-22,East,Clothing,Corporate,2,117.07,40.25
2022-09-22,South,Food & Beverage,Consumer,7,180.23,21.69
2022-09-22,North,Furniture,Consumer,1,356.44,96.7
2022-09-22,North,Clothing,Corporate,5,299.63,86.09
2022-09-22,North,Clothing,Corporate,4,245.6,82.22
2022-09-23,East,Furniture,Corporate,5,1941.6,303.74
2022-09-23,South,Electronics,Corporate,2,540.38,83.36
2022-09-23,South,Office Supplies,Corporate,7,258.28,85.32
2022-09-23,East,Clothing,Consumer,1,47.7,15.34
2022-09-23,North,Food & Beverage,Consumer,3,64.85,12.45
2022-09-23,North,Office Supplies,Consumer,1,31.83,9.98
2022-09-23,North,Office Supplies,Corporate,2,84.09,16.65
2022-09-23,East,Clothing,Consumer,1,58.82,22.81
2022-09-23,East,Electronics,Home Office,4,1026.57,181.58
2022-09-23,South,Furniture,Consumer,6,2423.15,511.45
2022-09-23,West,Office Supplies,Consumer,4,147.88,44.48
2022-09-23,West,Electronics,Home Office,2,683.77,119.82
2022-09-23,East,Electronics,Consumer,1,316.56,45.49
2022-09-24,North,Clothing,Home Office,3,161.42,42.18
2022-09-24,East,Electronics,Home Office,4,1017.5,199.12
2022-09-24,South,Furniture,Consumer,5,1907.37,391.77
2022-09-24,West,Furniture,Corporate,5,2230.58,399.69
2022-09-24,East,Electronics,Consumer,1,324.49,75.02
2022-09-24,North,Electronics,Consumer,7,2123.5,334.09
2022-09-24,East,Office Supplies,Consumer,2,64.35,14.2
2022-09-24,West,Food & Beverage,Consumer,6,135.97,23.33
2022-09-24,West,Electronics,Corporate,1,292.95,52.35
2022-09-25,East,Furniture,Corporate,6,2633.79,711.59
2022-09-25,West,Clothing,Home Office,1,53.41,18.11
2022-09-25,South,Food & Beverage,Corporate,4,83.22,16.01
2022-09-25,East,Food & Beverage,Home Office,7,170.67,18.73
2022-09-25,North,Clothing,Corporate,1,62.26,23.86
2022-09-25,South,Clothing,Home Office,3,185.28,50.95
2022-09-25,South,Food & Beverage,Home Office,5,117.13,20.83
2022-09-25,South,Food & Beverage,Consumer,2,44.54,6.28
2022-09-26,North,Electronics,Corporate,4,1368.6,183.15
2022-09-26,North,Food & Beverage,Home Office,2,45.44,5.41
2022-09-26,East,Clothing,Consumer,3,174.69,54.81
2022-09-26,East,Office Supplies,Consumer,3,124.8,32.35
2022-09-26,North,Clothing,Consumer,1,59.41,26.91
2022-09-26,East,Clothing,Corporate,3,151.45,63.27
2022-09-26,West,Clothing,Home Office,2,101.3,30.46
2022-09-26,North,Electronics,Corporate,1,260.58,32.86
2022-09-26,East,Clothing,Home Office,1,53.59,16.39
2022-09-27,South,Office Supplies,Home Office,7,266.52,83.4
2022-09-27,West,Electronics,Consumer,3,914.84,171.79
2022-09-27,West,Electronics,Consumer,3,897.87,201.41
2022-09-27,South,Clothing,Consumer,4,243.06,97.72
2022-09-28,West,Food & Beverage,Corporate,2,42.4,4.55
2022-09-28,East,Office Supplies,Corporate,3,102.63,29.23
2022-09-28,East,Clothing,Corporate,4,195.68,78.31
2022-09-28,South,Food & Beverage,Corporate,5,117.12,17.7
2022-09-29,East,Electronics,Consumer,1,309.53,63.73
2022-09-29,East,Clothing,Home Office,3,152.58,63.87
2022-09-29,West,Food & Beverage,Corporate,6,123.04,21.21
2022-09-29,East,Furniture,Consumer,6,2521.7,498.4
2022-09-29,North,Electronics,Corporate,4,1076.96,206.94
2022-09-30,East,Clothing,Corporate,4,230.83,61.63
2022-09-30,West,Food & Beverage,Corporate,2,42.45,8.12
2022-09-30,North,Office Supplies,Home Office,4,169.56,45.6
2022-09-30,West,Furniture,Consumer,3,1215.67,244.06
2022-09-30,West,Clothing,Home Office,6,382.11,116.66
2022-09-30,North,Food & Beverage,Home Office,1,20.45,3.39
2022-09-30,South,Food & Beverage,Consumer,6,131.97,24.28
2022-09-30,South,Food & Beverage,Corporate,3,74.93,11.21
2022-09-30,North,Food & Beverage,Consumer,4,84.13,12.42
2022-10-01,East,Office Supplies,Home Office,3,103.12,26.25
2022-10-01,South,Food & Beverage,Consumer,4,107.15,12.55
2022-10-01,North,Food & Beverage,Consumer,2,49.82,9.28
2022-10-01,West,Furniture,Consumer,6,2620.65,475.65
2022-10-01,South,Office Supplies,Consumer,2,73.92,26.4
2022-10-02,West,Clothing,Consumer,3,183.57,81.08
2022-10-02,West,Electronics,Corporate,5,1594.85,232.1
2022-10-02,South,Furniture,Corporate,6,2589.79,415.23
2022-10-02,West,Furniture,Corporate,3,1165.04,179.94
2022-10-02,North,Electronics,Consumer,7,2433.66,363.16
2022-10-02,North,Food & Beverage,Consumer,7,166.16,27.99
2022-10-02,East,Electronics,Consumer,5,1431.03,293.39
2022-10-02,South,Furniture,Consumer,1,480.78,93.62
2022-10-02,West,Food & Beverage,Consumer,2,44.39,7.9
2022-10-03,East,Electronics,Consumer,4,1223.18,176.02
2022-10-03,West,Office Supplies,Home Office,6,236.0,72.51
2022-10-04,North,Food & Beverage,Corporate,7,157.71,26.19
2022-10-04,North,Office Supplies,Home Office,2,82.68,21.69
2022-10-04,South,Electronics,Consumer,4,1270.02,163.45
2022-10-04,East,Clothing,Corporate,1,53.5,21.83
2022-10-04,South,Clothing,Consumer,5,263.6,107.6
2022-10-04,North,Office Supplies,Corporate,6,260.94,89.18
2022-10-05,East,Office Supplies,Consumer,1,40.98,9.29
2022-10-05,East,Office Supplies,Consumer,6,203.56,53.85
2022-10-05,East,Office Supplies,Consumer,4,163.16,48.08
2022-10-06,North,Office Supplies,Corporate,5,193.77,54.05
2022-10-06,South,Office Supplies,Home Office,3,113.36,34.97
2022-10-06,East,Electronics,Consumer,5,1749.07,316.55
2022-10-06,South,Office Supplies,Corporate,1,35.57,9.01
2022-10-06,South,Food & Beverage,Corporate,1,25.72,3.65
2022-10-06,South,Clothing,Home Office,7,433.68,112.07
2022-10-06,North,Clothing,Corporate,5,279.9,89.52
2022-10-07,North,Clothing,Home Office,2,130.15,49.79
2022-10-07,South,Electronics,Home Office,1,279.54,64.48
2022-10-07,North,Clothing,Home Office,2,119.1,53.35
2022-10-07,East,Office Supplies,Corporate,2,76.9,25.4
2022-10-07,South,Office Supplies,Consumer,4,141.0,43.67
2022-10-07,East,Furniture,Consumer,6,2775.35,718.13
2022-10-07,North,Clothing,Consumer,6,317.48,132.06
2022-10-08,West,Clothing,Consumer,6,395.46,136.1
2022-10-08,East,Electronics,Home Office,2,715.3,113.62
2022-10-08,South,Food & Beverage,Consumer,6,168.63,23.39
2022-10-08,North,Food & Beverage,Consumer,4,99.93,16.74
2022-10-08,North,Food & Beverage,Consumer,5,108.72,19.79
2022-10-09,North,Clothing,Home Office,3,180.76,66.64
2022-10-09,East,Food & Beverage,Consumer,4,97.34,14.37
2022-10-09,South,Office Supplies,Consumer,7,238.46,72.83
2022-10-09,North,Furniture,Corporate,4,1587.3,348.19
2022-10-09,East,Furniture,Corporate,2,767.65,166.96
2022-10-10,North,Clothing,Consumer,3,176.54,79.19
2022-10-10,North,Food & Beverage,Home Office,4,86.01,13.85
2022-10-10,East,Clothing,Home Office,3,172.13,66.76
2022-10-10,North,Clothing,Home Office,3,207.95,58.44
2022-10-10,East,Electronics,Consumer,1,357.65,78.23
2022-10-11,North,Food & Beverage,Consumer,7,170.79,24.26
2022-10-11,North,Food & Beverage,Corporate,2,57.1,9.78
2022-10-11,South,Furniture,Consumer,6,2800.89,756.21
2022-10-11,South,Food & Beverage,Consumer,2,56.08,9.31
2022-10-11,East,Clothing,Corporate,7,421.46,180.29
2022-10-11,South,Clothing,Corporate,3,203.0,74.81
2022-10-11,West,Electronics,Corporate,7,2072.83,383.14
2022-10-11,North,Clothing,Corporate,2,115.94,40.89
2022-10-11,East,Furniture,Consumer,7,3537.47,976.26
2022-10-12,East,Electronics,Consumer,1,356.81,45.55
2022-10-12,North,Clothing,Consumer,4,213.17,56.44
2022-10-12,North,Food & Beverage,Home Office,3,86.76,16.04
2022-10-12,North,Office Supplies,Corporate,2,80.2,19.91
2022-10-12,South,Electronics,Consumer,5,1642.0,360.44
2022-10-12,North,Furniture,Consumer,4,1783.13,334.05
2022-10-12,South,Electronics,Corporate,1,302.36,61.63
2022-10-12,North,Furniture,Consumer,5,2168.98,479.84
2022-10-13,South,Food & Beverage,Consumer,3,71.25,8.32
2022-10-13,West,Food & Beverage,Consumer,7,172.01,27.63
2022-10-13,East,Food & Beverage,Consumer,3,77.81,11.32
2022-10-13,East,Office Supplies,Corporate,4,140.56,35.4
2022-10-14,East,Clothing,Consumer,2,128.63,48.85
2022-10-14,North,Food & Beverage,Home Office,4,104.54,19.22
2022-10-14,West,Office Supplies,Consumer,4,186.29,48.04
2022-10-14,East,Clothing,Consumer,6,384.31,146.09
2022-10-14,West,Electronics,Corporate,3,931.15,185.6
2022-10-14,East,Food & Beverage,Consumer,2,57.35,9.57
